league,date,home_team,away_team,winner,home_team_goals,away_team_goals,score,venue,attendance,duration
English Premier League,2023-11-04T15:00Z,Sheffield United,Wolverhampton Wanderers,Sheffield United,2.0,1.0,2.0 - 1.0,Bramall Lane,29454,5400.0 + 660.0
English Premier League,2023-10-28T14:00Z,Arsenal,Sheffield United,Arsenal,5.0,0.0,5.0 - 0.0,Emirates Stadium,60153,5400.0 + 720.0
English Premier League,2023-10-21T19:00Z,Sheffield United,Manchester United,Manchester United,1.0,2.0,1.0 - 2.0,Bramall Lane,31543,5400.0 + 360.0
English Premier League,2023-10-07T14:00Z,Fulham,Sheffield United,Fulham,3.0,1.0,3.0 - 1.0,Craven Cottage,24361,5400.0 + 540.0
English Premier League,2023-09-30T14:00Z,West Ham United,Sheffield United,West Ham United,2.0,0.0,2.0 - 0.0,London Stadium,62459,5400.0 + 480.0
English Premier League,2023-09-24T15:30Z,Sheffield United,Newcastle United,Newcastle United,0.0,8.0,0.0 - 8.0,Bramall Lane,30568,5400.0 + 420.0
English Premier League,2023-09-16T14:00Z,Tottenham Hotspur,Sheffield United,Tottenham Hotspur,2.0,1.0,2.0 - 1.0,Tottenham Hotspur Stadium,61706,5400.0 + 960.0
English Premier League,2023-09-02T11:30Z,Sheffield United,Everton,Draw,2.0,2.0,2.0 - 2.0,Bramall Lane,31124,5400.0 + 540.0
English Premier League,2023-08-27T13:00Z,Sheffield United,Manchester City,Manchester City,1.0,2.0,1.0 - 2.0,Bramall Lane,31336,5400.0 + 480.0
English Premier League,2023-08-18T18:45Z,Nottingham Forest,Sheffield United,Nottingham Forest,2.0,1.0,2.0 - 1.0,The City Ground,29432,5400.0 + 540.0
English Premier League,2023-08-12T14:00Z,Sheffield United,Crystal Palace,Crystal Palace,0.0,1.0,0.0 - 1.0,Bramall Lane,31194,5400.0 + 360.0
English Premier League,2024-05-04T11:30Z,Arsenal,AFC Bournemouth,Arsenal,3.0,0.0,3.0 - 0.0,Emirates Stadium,60348,5400.0 + 540.0
English Premier League,2024-04-28T13:00Z,Tottenham Hotspur,Arsenal,Arsenal,2.0,3.0,2.0 - 3.0,Tottenham Hotspur Stadium,61554,5400.0 + 420.0
English Premier League,2024-04-23T19:00Z,Arsenal,Chelsea,Arsenal,5.0,0.0,5.0 - 0.0,Emirates Stadium,60238,5400.0 + 480.0
English Premier League,2024-04-20T18:30Z,Wolverhampton Wanderers,Arsenal,Arsenal,0.0,2.0,0.0 - 2.0,Molineux Stadium,31621,5400.0 + 420.0
English Premier League,2024-04-14T15:30Z,Arsenal,Aston Villa,Aston Villa,0.0,2.0,0.0 - 2.0,Emirates Stadium,60350,5400.0 + 540.0
English Premier League,2024-04-06T16:30Z,Brighton & Hove Albion,Arsenal,Arsenal,0.0,3.0,0.0 - 3.0,American Express Stadium,31677,5400.0 + 360.0
English Premier League,2024-04-03T18:30Z,Arsenal,Luton Town,Arsenal,2.0,0.0,2.0 - 0.0,Emirates Stadium,60262,5400.0 + 240.0
English Premier League,2024-03-31T15:30Z,Manchester City,Arsenal,Draw,0.0,0.0,0.0 - 0.0,Etihad Stadium,53422,5400.0 + 360.0
English Premier League,2024-03-09T17:30Z,Arsenal,Brentford,Arsenal,2.0,1.0,2.0 - 1.0,Emirates Stadium,60331,5400.0 + 600.0
English Premier League,2024-03-04T20:00Z,Sheffield United,Arsenal,Arsenal,0.0,6.0,0.0 - 6.0,Bramall Lane,29980,5400.0 + 360.0
English Premier League,2024-02-24T20:00Z,Arsenal,Newcastle United,Arsenal,4.0,1.0,4.0 - 1.0,Emirates Stadium,60298,5400.0 + 360.0
English Premier League,2024-02-17T15:00Z,Burnley,Arsenal,Arsenal,0.0,5.0,0.0 - 5.0,Turf Moor,21311,5400.0 + 660.0
English Premier League,2024-02-11T14:00Z,West Ham United,Arsenal,Arsenal,0.0,6.0,0.0 - 6.0,London Stadium,62474,5400.0 + 240.0
English Premier League,2024-02-04T16:30Z,Arsenal,Liverpool,Arsenal,3.0,1.0,3.0 - 1.0,Emirates Stadium,60374,5400.0 + 480.0
English Premier League,2024-01-30T19:30Z,Nottingham Forest,Arsenal,Arsenal,1.0,2.0,1.0 - 2.0,The City Ground,29387,5400.0 + 480.0
English Premier League,2024-01-20T12:30Z,Arsenal,Crystal Palace,Arsenal,5.0,0.0,5.0 - 0.0,Emirates Stadium,60284,5400.0 + 420.0
English Premier League,2023-12-31T14:00Z,Fulham,Arsenal,Fulham,2.0,1.0,2.0 - 1.0,Craven Cottage,24444,5400.0 + 420.0
English Premier League,2023-12-28T20:15Z,Arsenal,West Ham United,West Ham United,0.0,2.0,0.0 - 2.0,Emirates Stadium,60261,5400.0 + 360.0
English Premier League,2023-12-23T17:30Z,Liverpool,Arsenal,Draw,1.0,1.0,1.0 - 1.0,Anfield,57548,5400.0 + 360.0
English Premier League,2023-12-17T14:00Z,Arsenal,Brighton & Hove Albion,Arsenal,2.0,0.0,2.0 - 0.0,Emirates Stadium,60257,5400.0 + 420.0
English Premier League,2023-12-09T17:30Z,Aston Villa,Arsenal,Aston Villa,1.0,0.0,1.0 - 0.0,Villa Park,42000,5400.0 + 540.0
English Premier League,2023-12-05T20:15Z,Luton Town,Arsenal,Arsenal,3.0,4.0,3.0 - 4.0,Kenilworth Road,11112,5400.0 + 540.0
English Premier League,2023-12-02T15:00Z,Arsenal,Wolverhampton Wanderers,Arsenal,2.0,1.0,2.0 - 1.0,Emirates Stadium,60262,5400.0 + 540.0
English Premier League,2023-11-25T17:30Z,Brentford,Arsenal,Arsenal,0.0,1.0,0.0 - 1.0,Gtech Community Stadium,17201,5400.0 + 300.0
English Premier League,2023-11-11T15:00Z,Arsenal,Burnley,Arsenal,3.0,1.0,3.0 - 1.0,Emirates Stadium,60232,5400.0 + 660.0
English Premier League,2023-11-04T17:30Z,Newcastle United,Arsenal,Newcastle United,1.0,0.0,1.0 - 0.0,St. James' Park,52194,5400.0 + 540.0
English Premier League,2023-10-28T14:00Z,Arsenal,Sheffield United,Arsenal,5.0,0.0,5.0 - 0.0,Emirates Stadium,60153,5400.0 + 720.0
English Premier League,2023-10-21T16:30Z,Chelsea,Arsenal,Draw,2.0,2.0,2.0 - 2.0,Stamford Bridge,39723,5400.0 + 480.0
English Premier League,2023-10-08T15:30Z,Arsenal,Manchester City,Arsenal,1.0,0.0,1.0 - 0.0,Emirates Stadium,60233,5400.0 + 300.0
English Premier League,2023-09-30T14:00Z,AFC Bournemouth,Arsenal,Arsenal,0.0,4.0,0.0 - 4.0,Vitality Stadium,11193,5400.0 + 480.0
English Premier League,2023-09-24T13:00Z,Arsenal,Tottenham Hotspur,Draw,2.0,2.0,2.0 - 2.0,Emirates Stadium,60156,5400.0 + 660.0
English Premier League,2023-09-17T15:30Z,Everton,Arsenal,Arsenal,0.0,1.0,0.0 - 1.0,Goodison Park,39217,5400.0 + 300.0
English Premier League,2023-09-03T15:30Z,Arsenal,Manchester United,Arsenal,3.0,1.0,3.0 - 1.0,Emirates Stadium,60192,5400.0 + 780.0
English Premier League,2023-08-26T14:00Z,Arsenal,Fulham,Draw,2.0,2.0,2.0 - 2.0,Emirates Stadium,59961,5400.0 + 660.0
English Premier League,2023-08-21T19:00Z,Crystal Palace,Arsenal,Arsenal,0.0,1.0,0.0 - 1.0,Selhurst Park,24189,5400.0 + 480.0
English Premier League,2023-08-12T12:00Z,Arsenal,Nottingham Forest,Arsenal,2.0,1.0,2.0 - 1.0,Emirates Stadium,59984,5400.0 + 540.0
English Premier League,2024-05-06T19:00Z,Crystal Palace,Manchester United,Crystal Palace,4.0,0.0,4.0 - 0.0,Selhurst Park,25190,5400.0 + 360.0
English Premier League,2024-04-27T14:00Z,Manchester United,Burnley,Draw,1.0,1.0,1.0 - 1.0,Old Trafford,73571,5400.0 + 420.0
English Premier League,2024-04-24T19:00Z,Manchester United,Sheffield United,Manchester United,4.0,2.0,4.0 - 2.0,Old Trafford,73549,5400.0 + 600.0
English Premier League,2024-04-13T16:30Z,AFC Bournemouth,Manchester United,Draw,2.0,2.0,2.0 - 2.0,Vitality Stadium,11229,5400.0 + 600.0
English Premier League,2024-04-07T14:30Z,Manchester United,Liverpool,Draw,2.0,2.0,2.0 - 2.0,Old Trafford,73522,5400.0 + 480.0
English Premier League,2024-04-04T19:15Z,Chelsea,Manchester United,Chelsea,4.0,3.0,4.0 - 3.0,Stamford Bridge,39694,5400.0 + 780.0
English Premier League,2024-03-30T20:00Z,Brentford,Manchester United,Draw,1.0,1.0,1.0 - 1.0,Gtech Community Stadium,17138,5400.0 + 840.0
English Premier League,2024-03-09T12:30Z,Manchester United,Everton,Manchester United,2.0,0.0,2.0 - 0.0,Old Trafford,73601,5400.0 + 300.0
English Premier League,2024-03-03T15:30Z,Manchester City,Manchester United,Manchester City,3.0,1.0,3.0 - 1.0,Etihad Stadium,55097,5400.0 + 540.0
English Premier League,2024-02-24T15:00Z,Manchester United,Fulham,Fulham,1.0,2.0,1.0 - 2.0,Old Trafford,73487,5400.0 + 660.0
English Premier League,2024-02-18T16:30Z,Luton Town,Manchester United,Manchester United,1.0,2.0,1.0 - 2.0,Kenilworth Road,11483,5400.0 + 300.0
English Premier League,2024-02-11T16:30Z,Aston Villa,Manchester United,Manchester United,1.0,2.0,1.0 - 2.0,Villa Park,0,5400.0 + 420.0
English Premier League,2024-02-04T14:00Z,Manchester United,West Ham United,Manchester United,3.0,0.0,3.0 - 0.0,Old Trafford,73612,5400.0 + 420.0
English Premier League,2024-02-01T20:15Z,Wolverhampton Wanderers,Manchester United,Manchester United,3.0,4.0,3.0 - 4.0,Molineux Stadium,31641,5400.0 + 720.0
English Premier League,2024-01-14T16:30Z,Manchester United,Tottenham Hotspur,Draw,2.0,2.0,2.0 - 2.0,Old Trafford,73489,5400.0 + 360.0
English Premier League,2023-12-30T17:30Z,Nottingham Forest,Manchester United,Nottingham Forest,2.0,1.0,2.0 - 1.0,The City Ground,29529,5400.0 + 660.0
English Premier League,2023-12-26T20:00Z,Manchester United,Aston Villa,Manchester United,3.0,2.0,3.0 - 2.0,Old Trafford,73574,5400.0 + 600.0
English Premier League,2023-12-23T12:30Z,West Ham United,Manchester United,West Ham United,2.0,0.0,2.0 - 0.0,London Stadium,64472,5400.0 + 420.0
English Premier League,2023-12-17T16:30Z,Liverpool,Manchester United,Draw,0.0,0.0,0.0 - 0.0,Anfield,57158,5400.0 + 360.0
English Premier League,2023-12-09T15:00Z,Manchester United,AFC Bournemouth,AFC Bournemouth,0.0,3.0,0.0 - 3.0,Old Trafford,73427,5400.0 + 420.0
English Premier League,2023-12-06T20:15Z,Manchester United,Chelsea,Manchester United,2.0,1.0,2.0 - 1.0,Old Trafford,73607,5400.0 + 300.0
English Premier League,2023-12-02T20:00Z,Newcastle United,Manchester United,Newcastle United,1.0,0.0,1.0 - 0.0,St. James' Park,52214,5400.0 + 600.0
English Premier League,2023-11-26T16:30Z,Everton,Manchester United,Manchester United,0.0,3.0,0.0 - 3.0,Goodison Park,39257,5400.0 + 420.0
English Premier League,2023-11-11T15:00Z,Manchester United,Luton Town,Manchester United,1.0,0.0,1.0 - 0.0,Old Trafford,73599,5400.0 + 540.0
English Premier League,2023-11-04T12:30Z,Fulham,Manchester United,Manchester United,0.0,1.0,0.0 - 1.0,Craven Cottage,24415,5400.0 + 480.0
English Premier League,2023-10-29T15:30Z,Manchester United,Manchester City,Manchester City,0.0,3.0,0.0 - 3.0,Old Trafford,73502,5400.0 + 360.0
English Premier League,2023-10-21T19:00Z,Sheffield United,Manchester United,Manchester United,1.0,2.0,1.0 - 2.0,Bramall Lane,31543,5400.0 + 360.0
English Premier League,2023-10-07T14:00Z,Manchester United,Brentford,Manchester United,2.0,1.0,2.0 - 1.0,Old Trafford,73453,5400.0 + 480.0
English Premier League,2023-09-30T14:00Z,Manchester United,Crystal Palace,Crystal Palace,0.0,1.0,0.0 - 1.0,Old Trafford,73428,5400.0 + 300.0
English Premier League,2023-09-23T19:00Z,Burnley,Manchester United,Manchester United,0.0,1.0,0.0 - 1.0,Turf Moor,21593,5400.0 + 300.0
English Premier League,2023-09-16T14:00Z,Manchester United,Brighton & Hove Albion,Brighton & Hove Albion,1.0,3.0,1.0 - 3.0,Old Trafford,73592,5400.0 + 420.0
English Premier League,2023-09-03T15:30Z,Arsenal,Manchester United,Arsenal,3.0,1.0,3.0 - 1.0,Emirates Stadium,60192,5400.0 + 780.0
English Premier League,2023-08-26T14:00Z,Manchester United,Nottingham Forest,Manchester United,3.0,2.0,3.0 - 2.0,Old Trafford,73595,5400.0 + 840.0
English Premier League,2023-08-19T16:30Z,Tottenham Hotspur,Manchester United,Tottenham Hotspur,2.0,0.0,2.0 - 0.0,Tottenham Hotspur Stadium,61910,5400.0 + 600.0
English Premier League,2023-08-14T19:00Z,Manchester United,Wolverhampton Wanderers,Manchester United,1.0,0.0,1.0 - 0.0,Old Trafford,73358,5400.0 + 600.0
English Premier League,2024-05-03T19:00Z,Luton Town,Everton,Draw,1.0,1.0,1.0 - 1.0,Kenilworth Road,11873,5400.0 + 480.0
English Premier League,2024-04-27T16:30Z,Everton,Brentford,Everton,1.0,0.0,1.0 - 0.0,Goodison Park,39098,5400.0 + 480.0
English Premier League,2024-04-24T19:00Z,Everton,Liverpool,Everton,2.0,0.0,2.0 - 0.0,Goodison Park,38222,5400.0 + 360.0
English Premier League,2024-04-21T12:30Z,Everton,Nottingham Forest,Everton,2.0,0.0,2.0 - 0.0,Goodison Park,39239,5400.0 + 1080.0
English Premier League,2024-04-15T19:00Z,Chelsea,Everton,Chelsea,6.0,0.0,6.0 - 0.0,Stamford Bridge,39392,5400.0 + 480.0
English Premier League,2024-04-06T14:00Z,Everton,Burnley,Everton,1.0,0.0,1.0 - 0.0,Goodison Park,39125,5400.0 + 360.0
English Premier League,2024-04-02T18:30Z,Newcastle United,Everton,Draw,1.0,1.0,1.0 - 1.0,St. James' Park,52135,5400.0 + 600.0
English Premier League,2024-03-30T15:00Z,AFC Bournemouth,Everton,AFC Bournemouth,2.0,1.0,2.0 - 1.0,Vitality Stadium,11207,5400.0 + 480.0
English Premier League,2024-03-09T12:30Z,Manchester United,Everton,Manchester United,2.0,0.0,2.0 - 0.0,Old Trafford,73601,5400.0 + 300.0
English Premier League,2024-03-02T15:00Z,Everton,West Ham United,West Ham United,1.0,3.0,1.0 - 3.0,Goodison Park,39262,5400.0 + 540.0
English Premier League,2024-02-24T15:00Z,Brighton & Hove Albion,Everton,Draw,1.0,1.0,1.0 - 1.0,American Express Stadium,31646,5400.0 + 660.0
English Premier League,2024-02-19T20:00Z,Everton,Crystal Palace,Draw,1.0,1.0,1.0 - 1.0,Goodison Park,38164,5400.0 + 420.0
English Premier League,2024-02-10T12:30Z,Manchester City,Everton,Manchester City,2.0,0.0,2.0 - 0.0,Etihad Stadium,0,5400.0 + 600.0
English Premier League,2024-02-03T12:30Z,Everton,Tottenham Hotspur,Draw,2.0,2.0,2.0 - 2.0,Goodison Park,39321,5400.0 + 600.0
English Premier League,2024-01-30T19:45Z,Fulham,Everton,Draw,0.0,0.0,0.0 - 0.0,Craven Cottage,24376,5400.0 + 420.0
English Premier League,2024-01-14T14:00Z,Everton,Aston Villa,Draw,0.0,0.0,0.0 - 0.0,Goodison Park,39284,5400.0 + 480.0
English Premier League,2023-12-30T15:00Z,Wolverhampton Wanderers,Everton,Wolverhampton Wanderers,3.0,0.0,3.0 - 0.0,Molineux Stadium,31639,5400.0 + 600.0
English Premier League,2023-12-27T20:15Z,Everton,Manchester City,Manchester City,1.0,3.0,1.0 - 3.0,Goodison Park,39327,5400.0 + 420.0
English Premier League,2023-12-23T15:00Z,Tottenham Hotspur,Everton,Tottenham Hotspur,2.0,1.0,2.0 - 1.0,Tottenham Hotspur Stadium,61808,5400.0 + 420.0
English Premier League,2023-12-16T17:30Z,Burnley,Everton,Everton,0.0,2.0,0.0 - 2.0,Turf Moor,21413,5400.0 + 180.0
English Premier League,2023-12-10T14:00Z,Everton,Chelsea,Everton,2.0,0.0,2.0 - 0.0,Goodison Park,39280,5400.0 + 480.0
English Premier League,2023-12-07T19:30Z,Everton,Newcastle United,Everton,3.0,0.0,3.0 - 0.0,Goodison Park,38198,5400.0 + 660.0
English Premier League,2023-12-02T17:30Z,Nottingham Forest,Everton,Everton,0.0,1.0,0.0 - 1.0,The City Ground,29404,5400.0 + 240.0
English Premier League,2023-11-26T16:30Z,Everton,Manchester United,Manchester United,0.0,3.0,0.0 - 3.0,Goodison Park,39257,5400.0 + 420.0
English Premier League,2023-11-11T15:00Z,Crystal Palace,Everton,Everton,2.0,3.0,2.0 - 3.0,Selhurst Park,25103,5400.0 + 540.0
English Premier League,2023-11-04T15:00Z,Everton,Brighton & Hove Albion,Draw,1.0,1.0,1.0 - 1.0,Goodison Park,38683,5400.0 + 300.0
English Premier League,2023-10-29T13:00Z,West Ham United,Everton,Everton,0.0,1.0,0.0 - 1.0,London Stadium,62469,5400.0 + 420.0
English Premier League,2023-10-21T11:30Z,Liverpool,Everton,Liverpool,2.0,0.0,2.0 - 0.0,Anfield,50201,5400.0 + 600.0
English Premier League,2023-10-07T14:00Z,Everton,AFC Bournemouth,Everton,3.0,0.0,3.0 - 0.0,Goodison Park,38815,5400.0 + 300.0
English Premier League,2023-09-30T14:00Z,Everton,Luton Town,Luton Town,1.0,2.0,1.0 - 2.0,Goodison Park,39289,5400.0 + 480.0
English Premier League,2023-09-23T16:30Z,Brentford,Everton,Everton,1.0,3.0,1.0 - 3.0,Gtech Community Stadium,16981,5400.0 + 420.0
English Premier League,2023-09-17T15:30Z,Everton,Arsenal,Arsenal,0.0,1.0,0.0 - 1.0,Goodison Park,39217,5400.0 + 300.0
English Premier League,2023-09-02T11:30Z,Sheffield United,Everton,Draw,2.0,2.0,2.0 - 2.0,Bramall Lane,31124,5400.0 + 540.0
English Premier League,2023-08-26T14:00Z,Everton,Wolverhampton Wanderers,Wolverhampton Wanderers,0.0,1.0,0.0 - 1.0,Goodison Park,38851,5400.0 + 420.0
English Premier League,2023-08-20T13:00Z,Aston Villa,Everton,Aston Villa,4.0,0.0,4.0 - 0.0,Villa Park,41694,5400.0 + 600.0
English Premier League,2023-08-12T14:00Z,Everton,Fulham,Fulham,0.0,1.0,0.0 - 1.0,Goodison Park,39940,5400.0 + 420.0
Italian Serie A,2024-05-06T16:00Z,Salernitana,Atalanta,Atalanta,1.0,2.0,1.0 - 2.0,Arechi,0,5400.0 + 300.0
Italian Serie A,2024-04-28T16:00Z,Atalanta,Empoli,Atalanta,2.0,0.0,2.0 - 0.0,Gewiss Stadium,14614,5400.0 + 240.0
Italian Serie A,2024-04-21T18:45Z,Monza,Atalanta,Atalanta,1.0,2.0,1.0 - 2.0,U-Power Stadium,13983,5400.0 + 360.0
Italian Serie A,2024-04-15T18:45Z,Atalanta,Hellas Verona,Draw,2.0,2.0,2.0 - 2.0,Gewiss Stadium,14666,5400.0 + 360.0
Italian Serie A,2024-04-07T16:00Z,Cagliari,Atalanta,Cagliari,2.0,1.0,2.0 - 1.0,Unipol Domus,16342,5400.0 + 420.0
Italian Serie A,2024-03-30T11:30Z,Napoli,Atalanta,Atalanta,0.0,3.0,0.0 - 3.0,Diego Armando Maradona,49500,5400.0 + 300.0
Italian Serie A,2024-03-10T17:00Z,Juventus,Atalanta,Draw,2.0,2.0,2.0 - 2.0,Allianz Stadium,39206,5400.0 + 240.0
Italian Serie A,2024-03-03T17:00Z,Atalanta,Bologna,Bologna,1.0,2.0,1.0 - 2.0,Gewiss Stadium,14931,5400.0 + 300.0
Italian Serie A,2024-02-28T19:45Z,Internazionale,Atalanta,Internazionale,4.0,0.0,4.0 - 0.0,Stadio Giuseppe Meazza,71422,5400.0 + 300.0
Italian Serie A,2024-02-25T19:45Z,AC Milan,Atalanta,Draw,1.0,1.0,1.0 - 1.0,Stadio Giuseppe Meazza,71264,5400.0 + 360.0
Italian Serie A,2024-02-17T19:45Z,Atalanta,Sassuolo,Atalanta,3.0,0.0,3.0 - 0.0,Gewiss Stadium,14474,5400.0 + 240.0
Italian Serie A,2024-02-11T17:00Z,Genoa,Atalanta,Atalanta,1.0,4.0,1.0 - 4.0,Luigi Ferraris,31201,5400.0 + 840.0
Italian Serie A,2024-02-04T17:00Z,Atalanta,Lazio,Atalanta,3.0,1.0,3.0 - 1.0,Gewiss Stadium,14492,5400.0 + 300.0
Italian Serie A,2024-01-27T14:00Z,Atalanta,Udinese,Atalanta,2.0,0.0,2.0 - 0.0,Gewiss Stadium,14716,5400.0 + 240.0
Italian Serie A,2024-01-15T19:45Z,Atalanta,Frosinone,Atalanta,5.0,0.0,5.0 - 0.0,Gewiss Stadium,14195,5400.0 + 240.0
Italian Serie A,2024-01-07T19:45Z,AS Roma,Atalanta,Draw,1.0,1.0,1.0 - 1.0,Olimpico,60022,5400.0 + 360.0
Italian Serie A,2023-12-30T11:30Z,Atalanta,Lecce,Atalanta,1.0,0.0,1.0 - 0.0,Gewiss Stadium,14864,5400.0 + 360.0
Italian Serie A,2023-12-23T14:00Z,Bologna,Atalanta,Bologna,1.0,0.0,1.0 - 0.0,Renato Dall'Ara,28082,5400.0 + 360.0
Italian Serie A,2023-12-18T19:45Z,Atalanta,Salernitana,Atalanta,4.0,1.0,4.0 - 1.0,Gewiss Stadium,14264,5400.0 + 300.0
Italian Serie A,2023-12-09T17:00Z,Atalanta,AC Milan,Atalanta,3.0,2.0,3.0 - 2.0,Gewiss Stadium,14907,5400.0 + 540.0
Italian Serie A,2023-12-04T19:45Z,Torino,Atalanta,Torino,3.0,0.0,3.0 - 0.0,Olimpico Grande Torino,18507,5400.0 + 360.0
Italian Serie A,2023-11-25T17:00Z,Atalanta,Napoli,Napoli,1.0,2.0,1.0 - 2.0,Gewiss Stadium,14743,5400.0 + 360.0
Italian Serie A,2023-11-12T14:00Z,Udinese,Atalanta,Draw,1.0,1.0,1.0 - 1.0,Bluenergy Stadium,23100,5400.0 + 300.0
Italian Serie A,2023-11-04T17:00Z,Atalanta,Internazionale,Internazionale,1.0,2.0,1.0 - 2.0,Gewiss Stadium,14945,5400.0 + 420.0
Italian Serie A,2023-10-30T17:30Z,Empoli,Atalanta,Atalanta,0.0,3.0,0.0 - 3.0,Stadio Carlo Castellani – Computer Gross Arena,7825,5400.0 + 300.0
Italian Serie A,2023-10-22T16:00Z,Atalanta,Genoa,Atalanta,2.0,0.0,2.0 - 0.0,Gewiss Stadium,14848,5400.0 + 480.0
Italian Serie A,2023-10-08T13:00Z,Lazio,Atalanta,Lazio,3.0,2.0,3.0 - 2.0,Olimpico,41500,5400.0 + 300.0
Italian Serie A,2023-10-01T16:00Z,Atalanta,Juventus,Draw,0.0,0.0,0.0 - 0.0,Gewiss Stadium,14811,5400.0 + 300.0
Italian Serie A,2023-09-27T16:30Z,Hellas Verona,Atalanta,Atalanta,0.0,1.0,0.0 - 1.0,Stadio Marcantonio Bentegodi,15965,5400.0 + 360.0
Italian Serie A,2023-09-24T13:00Z,Atalanta,Cagliari,Atalanta,2.0,0.0,2.0 - 0.0,Gewiss Stadium,14739,5400.0 + 240.0
Italian Serie A,2023-09-17T16:00Z,Fiorentina,Atalanta,Fiorentina,3.0,2.0,3.0 - 2.0,Artemio Franchi,32100,5400.0 + 540.0
Italian Serie A,2023-09-02T18:45Z,Atalanta,Monza,Atalanta,3.0,0.0,3.0 - 0.0,Gewiss Stadium,14985,5400.0 + 240.0
Italian Serie A,2023-08-26T16:30Z,Frosinone,Atalanta,Frosinone,2.0,1.0,2.0 - 1.0,Benito Stirpe,13426,5400.0 + 480.0
Italian Serie A,2023-08-20T16:30Z,Sassuolo,Atalanta,Atalanta,0.0,2.0,0.0 - 2.0,MAPEI Stadium - Città del Tricolore,12298,5400.0 + 420.0
Italian Serie A,2024-05-04T18:45Z,Sassuolo,Internazionale,Sassuolo,1.0,0.0,1.0 - 0.0,MAPEI Stadium - Città del Tricolore,19454,5400.0 + 300.0
Italian Serie A,2024-04-28T10:30Z,Internazionale,Torino,Internazionale,2.0,0.0,2.0 - 0.0,Stadio Giuseppe Meazza,71686,5400.0 + 360.0
Italian Serie A,2024-04-22T18:45Z,AC Milan,Internazionale,Internazionale,1.0,2.0,1.0 - 2.0,Stadio Giuseppe Meazza,75554,5400.0 + 480.0
Italian Serie A,2024-04-14T18:45Z,Internazionale,Cagliari,Draw,2.0,2.0,2.0 - 2.0,Stadio Giuseppe Meazza,72559,5400.0 + 360.0
Italian Serie A,2024-04-08T18:45Z,Udinese,Internazionale,Internazionale,1.0,2.0,1.0 - 2.0,Bluenergy Stadium,24993,5400.0 + 480.0
Italian Serie A,2024-04-01T18:45Z,Internazionale,Empoli,Internazionale,2.0,0.0,2.0 - 0.0,Stadio Giuseppe Meazza,71551,5400.0 + 300.0
Italian Serie A,2024-03-17T19:45Z,Internazionale,Napoli,Draw,1.0,1.0,1.0 - 1.0,Stadio Giuseppe Meazza,71551,5400.0 + 240.0
Italian Serie A,2024-03-09T17:00Z,Bologna,Internazionale,Internazionale,0.0,1.0,0.0 - 1.0,Renato Dall'Ara,30204,5400.0 + 420.0
Italian Serie A,2024-03-04T19:45Z,Internazionale,Genoa,Internazionale,2.0,1.0,2.0 - 1.0,Stadio Giuseppe Meazza,75421,5400.0 + 240.0
Italian Serie A,2024-02-28T19:45Z,Internazionale,Atalanta,Internazionale,4.0,0.0,4.0 - 0.0,Stadio Giuseppe Meazza,71422,5400.0 + 300.0
Italian Serie A,2024-02-25T17:00Z,Lecce,Internazionale,Internazionale,0.0,4.0,0.0 - 4.0,Stadio Ettore Giardiniero - Via del Mare,27910,5400.0 + 60.0
Italian Serie A,2024-02-16T20:00Z,Internazionale,Salernitana,Internazionale,4.0,0.0,4.0 - 0.0,Stadio Giuseppe Meazza,72609,5400.0 + 0.0
Italian Serie A,2024-02-10T17:00Z,AS Roma,Internazionale,Internazionale,2.0,4.0,2.0 - 4.0,Olimpico,65044,5400.0 + 360.0
Italian Serie A,2024-02-04T19:45Z,Internazionale,Juventus,Internazionale,1.0,0.0,1.0 - 0.0,Stadio Giuseppe Meazza,75547,5400.0 + 300.0
